question,subject,,,,,,,,,,,,,,,
What is the first thing a student should do if an accident happens during a science experiment? (A) report to the teacher (B) clean the laboratory station (C) locate the nearest exit (D) put on safety goggles,science,,,,,,,,,,,,,,,
What is the first thing a student should do if an accident happens during a science experiment?     (A) report to the teacher (B) clean the laboratory station (C) locate the nearest exit (D) put on safety goggles,science,,,,,,,,,,,,,,,
Which device is used to determine the volume of a liquid?     (A) anemometer (B) graduated cylinder (C) test tube (D) thermometer,science,,,,,,,,,,,,,,,
Sterling silver is a combination of silver and copper. Which of the following is also a combination of two or more metals? (A) aluminum. (B) lead. (C) gold. (D) brass.,science,,,,,,,,,,,,,,,
A metal spoon was left in a pot of boiling soup. The cook burned a finger by touching the spoon. Why did the finger get burned? (A) The metal spoon chemically reacted with the cook’s hand. (B) The metal spoon conducted electricity to the cook’s hand. (C) The metal spoon conducted heat to the cook’s hand. (D) The metal spoon insulated the cook’s hand.,science,,,,,,,,,,,,,,,
A scientist needs to take a picture of the well-ordered arrangements of the atoms and molecules within a substance. Which of the following instruments would be best for the scientist to use? (A) a laser light with holograph. (B) a seismograph. (C) an electron microscope. (D) a stereoscope.,science,,,,,,,,,,,,,,,
Which of the following is a property of CO2 gas? (A) It feels like a rock. (B) It smells like a lemon. (C) It is colorless. (D) It is hard.,science,,,,,,,,,,,,,,,
"When electric current flows through the metal filament of a light bulb, electrical energy is converted to (A) heat energy only. (B) heat and light energy. (C) light and motion energy. (D) light energy only.",science,,,,,,,,,,,,,,,
Which of the following systems breaks food into nutrients that can be used by the body? (A) circulatory. (B) digestive. (C) respiratory. (D) reproductive.,science,,,,,,,,,,,,,,,
Which of the following is a harmful waste material that leaves the blood and travels through the lungs before leaving the body? (A) CO2. (B) O2. (C) H2O. (D) NaCl.,science,,,,,,,,,,,,,,,
Which best describes the role of the esophagus in digestion? (A) It releases acid and mixes food. (B) It aids in absorption of nutrients from food. (C) It carries food from the mouth to the stomach. (D) It carries food from the stomach to the intestines.,science,,,,,,,,,,,,,,,
Which organ removes cell waste from the blood? (A) the large intestine. (B) the small intestine. (C) the kidney. (D) the heart.,science,,,,,,,,,,,,,,,
Which of the following is produced when sugar is digested in an animal cell? (A) carbon dioxide. (B) chlorophyll. (C) oxygen. (D) sunlight.,science,,,,,,,,,,,,,,,
"Salt concentration, water temperature, plankton, and the whale shark might all be used in a description of an ocean (A) climate. (B) food web. (C) ecosystem. (D) population.",science,,,,,,,,,,,,,,,
"A city has a temperature of 75 °F, with partly cloudy skies. Weather forecasters are predicting that the air pressure and temperature will drop during the day. Which type of weather is most likely for this area in the late afternoon? (A) rainy. (B) sunny. (C) snowing. (D) hailing.",science,,,,,,,,,,,,,,,
The largest body in our solar system is (A) Earth. (B) the Sun. (C) Jupiter. (D) the Moon.,science,,,,,,,,,,,,,,,
Why are most fossils found in sedimentary rocks? (A) Sedimentary rocks are not very old. (B) Organisms live only in areas with sedimentary rock. (C) Organisms can be preserved in sedimentary rock. (D) Sedimentary rocks are found only at the surface of the ground.,science,,,,,,,,,,,,,,,
The freezing and thawing action of water affects a rock by (A) transforming the rock into igneous rock. (B) chemically changing the rock. (C) gradually breaking down the rock into smaller pieces. (D) leaving behind sedimentary particles from evaporated solutions.,science,,,,,,,,,,,,,,,
"A student is trying to identify a mineral that has a nonmetallic luster and is black. It can also be scratched with a fingernail. According to the mineral reference sheet, the unidentified mineral is most likely (A) mica. (B) magnetite. (C) hornblende. (D) quartz.",science,,,,,,,,,,,,,,,
Gravity is responsible for the (A) orbits of the planets around the Sun. (B) rotation of a planet on its axis. (C) tilt of Earth’s axis. (D) phases of the Moon.,science,,,,,,,,,,,,,,,
How do plants most commonly break large rocks into smaller pieces? (A) Plant leaves insulate surrounding rocks from extreme temperatures. (B) Plant roots grow into cracks in rocks. (C) Seeds from plants fall onto rocks and release acidic compounds. (D) Stems of plants surround and squeeze rocks.,science,,,,,,,,,,,,,,,
Which action will result in a product with new chemical properties? (A) shredding a newspaper (B) breaking a mirror (C) cutting wood (D) popping popcorn,science,,,,,,,,,,,,,,,
Which organ removes cell waste from the blood? (A) the large intestine (B) the small intestine (C) the kidney (D) the heart,science,,,,,,,,,,,,,,,
Which of the following converts electrical energy into motion? (A) light switch (B) electric stove (C) light bulb (D) electric fan,science,,,,,,,,,,,,,,,
The digestion process begins in which of the following? (A) large intestine (B) mouth (C) small intestine (D) stomach,science,,,,,,,,,,,,,,,
Which of the following is a living component of a desert in California? (A) low rainfall (B) hot temperature (C) polar bear (D) horned lizard,science,,,,,,,,,,,,,,,
Which of the following systems breaks food into nutrients that can be used by the body? (A) circulatory (B) digestive (C) respiratory (D) reproductive,science,,,,,,,,,,,,,,,
Which of the following gases do plants use in photosynthesis? (A) hydrogen (B) oxygen (C) carbon dioxide (D) carbon monoxide,science,,,,,,,,,,,,,,,
Moving water was the most important factor in forming which of these? (A) the Grand Canyon (B) San Andreas Fault (C) the Rocky Mountains (D) Mount St. Helens Volcano,science,,,,,,,,,,,,,,,
Which of the following best explains how stems transport water to other parts of the plant? (A) through a chemical called chlorophyll (B) by using photosynthesis (C) through a system of tubes (D) by converting water to food,science,,,,,,,,,,,,,,,
Which animals are most likely to carry the seeds found in berries from the parent plant to another area? (A) bees (B) birds (C) flies (D) caterpillars,science,,,,,,,,,,,,,,,
Peach trees have sweet-smelling blossoms and produce rich fruit. What is the main purpose of the flowers of a peach tree? (A) to attract bees for pollination (B) to create flower arrangements (C) to protect the tree from disease (D) to feed migratory birds,science,,,,,,,,,,,,,,,
Where is most of Earth’s water located? (A) glaciers (B) lakes (C) oceans (D) rivers,science,,,,,,,,,,,,,,,
Which of the following processes is responsible for changing liquid water into water vapor? (A) photosynthesis (B) condensation (C) evaporation (D) precipitation,science,,,,,,,,,,,,,,,
Which of the following factors would most likely cause a hurricane to decrease in strength? (A) staying over a warm body of water for a long time. (B) increasing the number of large clouds. (C) moving over a continent. (D) moving toward tropical waters.,science,,,,,,,,,,,,,,,
Which action will result in a product with new chemical properties? (A) shredding a newspaper. (B) breaking a mirror. (C) cutting wood. (D) popping popcorn.,science,,,,,,,,,,,,,,,
"What do water, aluminum, redwood trees, and valley quail all have in common? (A) They are all pure elements. (B) They are all made of cells. (C) They are all living creatures. (D) They are all made of atoms.",science,,,,,,,,,,,,,,,
Which best describes a parallel circuit? (A) Electricity flows along one pathway. (B) The flow of electricity comes from one source. (C) Electricity flows along more than one pathway. (D) The flow of electricity comes from more than one source.,science,,,,,,,,,,,,,,,
Where does oxygen-rich blood go after leaving the lungs? (A) the brain. (B) the heart. (C) the kidney. (D) the stomach.,science,,,,,,,,,,,,,,,
Shale is a sedimentary rock that can be metamorphosed into slate by (A) cementation. (B) chemical weathering. (C) sedimentation. (D) increased pressure.,science,,,,,,,,,,,,,,,
